 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Surface Variation, Verticality, Class
1.967,1.08,1.501,0.471,0.1305,0.7926,0.593,0.9128,0
1.953,1.23,1.597,0.4819,0.1371,0.807,0.5945,0.9136,0
2.454,1.22,1.653,0.5803,0.1613,0.8578,0.5873,0.9282,0
1.944,1.09,1.507,0.4645,0.1297,0.7868,0.6092,0.9073,0
1.714,1.09,1.883,0.4827,0.1311,0.7938,0.6002,0.939,0
1.599,1.1,2.496,0.5579,0.1525,0.8361,0.6103,0.8869,0
1.897,1.09,1.769,0.4983,0.1338,0.7977,0.6137,0.9421,0
1.716,1.09,1.598,0.466,0.1289,0.7858,0.6076,0.91,0
1.983,1.12,1.585,0.4697,0.13,0.788,0.6103,0.8942,0
1.814,1.08,1.61,0.4672,0.1288,0.7847,0.6129,0.9139,0
2.205,1.23,1.652,0.6156,0.1671,0.8612,0.6051,0.8836,0
1.889,1.12,1.225,0.4697,0.1306,0.789,0.6117,0.8951,0
2.392,1.09,1.64,0.5931,0.1594,0.8464,0.6138,0.9099,0
1.576,1.1,2.443,0.5974,0.1602,0.8445,0.6244,0.9011,0
2.258,1.09,1.607,0.5743,0.154,0.834,0.6257,0.9033,0
2.346,1.09,1.596,0.5797,0.1562,0.8384,0.6239,0.9163,0
1.492,1.09,1.615,0.4682,0.1296,0.7858,0.6157,0.9021,0
1.886,1.22,1.621,0.4938,0.1398,0.8125,0.5989,0.9223,0
2.321,1.22,1.79,0.5997,0.1645,0.8602,0.5963,0.9153,0
1.29,1.09,1.856,0.4713,0.1296,0.7864,0.6144,0.9428,0
2.532,1.23,1.754,0.6016,0.1651,0.8588,0.6057,0.9255,0
2.478,1.21,1.628,0.6008,0.1635,0.8567,0.6021,0.9235,0
2.542,1.21,1.598,0.5875,0.1592,0.8466,0.6133,0.9234,0
1.576,1.09,1.568,0.4564,0.1268,0.7815,0.6013,0.9475,0
1.735,1.23,1.75,0.4882,0.1382,0.8111,0.5871,0.9348,0
1.265,1.09,1.773,0.3954,0.09837,0.6886,0.7024,0.974,0
2.383,1.09,1.563,0.5512,0.1478,0.8242,0.6218,0.9043,0
2.527,1.09,1.626,0.5983,0.16,0.8434,0.6264,0.9027,0
2.432,1.21,1.678,0.601,0.1645,0.8587,0.6018,0.9179,0
1.278,1.09,1.847,0.4596,0.1269,0.7813,0.6058,0.9391,0
2.494,1.22,1.695,0.6004,0.1644,0.8599,0.5967,0.8934,0
2.237,1.22,1.729,0.5944,0.1637,0.8587,0.5983,0.9156,0
1.626,1.1,2.483,0.5549,0.1494,0.8277,0.6198,0.8924,0
1.396,1.08,2.457,0.5364,0.1391,0.7942,0.6667,0.9195,0
1.217,1.08,2.54,0.4647,0.1098,0.7174,0.7203,0.9362,0
1.637,1.46,0.7513,0.2901,0.06575,0.6001,0.6117,0.0363,2
1.636,1.46,0.7123,0.3221,0.07448,0.6419,0.5482,0.02314,2
1.519,1.48,0.7481,0.304,0.07171,0.6254,0.5532,0.003995,2
1.327,1.43,0.7376,0.2981,0.07313,0.6219,0.577,0.02463,2
1.575,1.5,0.8076,0.3116,0.07458,0.6339,0.5685,0.08855,2
1.438,1.51,0.7521,0.295,0.07203,0.6143,0.6092,0.03066,2
1.648,1.52,0.7093,0.3166,0.06943,0.625,0.6005,0.06146,2
1.528,1.52,0.7695,0.3011,0.07029,0.6146,0.6138,0.01368,2
1.681,1.45,0.7698,0.3011,0.06975,0.6186,0.5716,0.1258,2
1.604,1.49,0.7331,0.3156,0.0707,0.6268,0.5971,0.121,2
1.561,1.58,0.8049,0.3193,0.07268,0.6259,0.6397,0.09581,2
1.514,1.56,0.7798,0.3065,0.06701,0.6087,0.6415,0.056,2
1.416,1.56,0.8471,0.2958,0.06884,0.6108,0.5971,0.0724,2
1.659,1.61,0.8304,0.3329,0.07565,0.6478,0.575,0.05267,2
1.64,1.63,0.8874,0.3263,0.08,0.6504,0.5837,0.05633,2
1.745,1.62,0.9033,0.3073,0.07428,0.6288,0.5872,0.1014,2
1.495,1.64,0.9171,0.3256,0.07447,0.6439,0.5502,0.006963,2
1.402,1.63,0.9474,0.3138,0.06993,0.626,0.5833,0.006974,2
1.398,1.52,0.9153,0.3112,0.07034,0.6288,0.539,0.04063,2
1.355,1.66,0.9102,0.2951,0.06799,0.6098,0.5901,0.02797,2
1.529,1.55,0.93,0.3208,0.07426,0.6321,0.6231,0.0397,2
1.474,1.55,0.9605,0.2914,0.06902,0.6124,0.5527,0.02935,2
1.411,1.56,0.9298,0.3031,0.06992,0.6199,0.5747,0.003271,2
1.498,1.55,0.9478,0.2893,0.06938,0.6098,0.5734,0.03227,2
1.593,1.58,0.9491,0.32,0.07481,0.6353,0.6042,0.01017,2
1.328,1.59,0.8605,0.2877,0.06746,0.6052,0.576,0.04006,2
1.336,1.6,0.9424,0.2926,0.06861,0.6058,0.6168,0.06511,2
1.434,1.61,0.9248,0.3076,0.07209,0.6173,0.6433,0.03089,2
1.61,1.52,0.9683,0.2775,0.06815,0.6018,0.5408,0.00962,2
1.446,1.53,0.9324,0.299,0.06979,0.6173,0.5717,0.06078,2
1.436,1.54,0.8278,0.2758,0.0645,0.5858,0.6261,0.02651,2
1.454,1.56,0.9042,0.2894,0.06901,0.6003,0.6441,0.06073,2
1.375,1.6,0.8572,0.271,0.06107,0.5683,0.6785,0.04993,2
1.081,1.62,0.8667,0.266,0.05762,0.5532,0.7084,0.112,2
1.14,1.53,0.801,0.2713,0.06351,0.5734,0.6731,0.0642,2
1.468,1.55,0.885,0.2815,0.06768,0.5952,0.6267,0.0929,2
1.421,1.56,0.8829,0.2793,0.06324,0.5783,0.6755,0.09116,2
1.374,1.6,0.8746,0.2865,0.0692,0.5996,0.638,0.06302,2
1.54,1.61,0.7218,0.3006,0.06969,0.6088,0.6435,0.06946,2
1.596,1.55,0.6947,0.2804,0.06593,0.5898,0.6383,0.04982,2
1.593,1.57,0.6749,0.2898,0.06694,0.5892,0.687,0.06604,2
1.727,1.57,0.6812,0.2895,0.06784,0.593,0.6742,0.0699,2
1.537,1.57,0.6957,0.2686,0.0637,0.572,0.6719,0.03846,2
1.479,1.57,0.6726,0.2799,0.06279,0.5724,0.7029,0.08268,2
1.599,1.56,0.7273,0.3004,0.06729,0.595,0.6939,0.04922,2
1.134,1.58,0.7695,0.2712,0.0598,0.551,0.748,0.0462,2
1.072,1.49,0.7548,0.2603,0.06036,0.5488,0.7295,0.03358,2
1.5,1.58,0.7249,0.2757,0.06686,0.5801,0.6845,0.03123,2
1.333,1.53,0.9742,0.2812,0.06313,0.5694,0.7224,0.09617,2
0.9319,1.7,0.9764,0.2869,0.04939,0.5175,0.834,0.07312,2
1.046,1.79,1.334,0.2997,0.05569,0.5637,0.7476,0.04229,2
0.7901,1.8,1.44,0.3181,0.05588,0.5739,0.7517,0.008419,2
0.7306,1.82,1.348,0.3616,0.06339,0.5939,0.7825,0.01447,2
0.7081,1.82,1.257,0.3536,0.05657,0.5727,0.8042,0.02176,2
0.7128,1.77,1.446,0.324,0.05506,0.565,0.7839,0.01729,2
0.6893,1.77,1.506,0.3879,0.0603,0.5941,0.7962,0.02255,2
0.9572,1.79,1.579,0.384,0.06525,0.6128,0.7643,0.02067,2
0.9349,1.86,1.566,0.3842,0.0601,0.5881,0.8054,0.02106,2
0.9785,1.87,1.401,0.3557,0.05697,0.5737,0.8049,0.03694,2
0.9183,1.95,1.307,0.3727,0.06095,0.5925,0.789,0.008794,2
1.152,1.95,1.397,0.4228,0.07475,0.643,0.7521,0.007499,2
1.218,1.96,1.457,0.4484,0.07149,0.6362,0.7729,0.02145,2
1.347,1.9,1.362,0.4499,0.07039,0.6352,0.7731,0.02638,2
1.258,1.87,1.275,0.4861,0.07656,0.6498,0.7722,0.04751,2
1.148,1.81,1.309,0.4747,0.06999,0.6419,0.7696,0.06334,2
1.13,1.84,1.267,0.4022,0.07034,0.6429,0.7201,0.02082,2
1.256,1.83,1.129,0.4286,0.08635,0.687,0.6778,0.0255,2
1.213,1.85,1.368,0.5053,0.09194,0.701,0.7104,0.01812,2
1.113,1.88,1.356,0.5209,0.0854,0.7137,0.6626,0.006414,2
1.325,1.9,1.107,0.501,0.09107,0.7306,0.6101,0.1313,2
1.107,1.92,1.349,0.4836,0.06833,0.7111,0.5423,0.2484,2
1.155,1.87,1.307,0.5115,0.07754,0.7075,0.6497,0.07879,2
1.164,1.88,1.364,0.4896,0.06534,0.6377,0.7739,0.07208,2
1.269,1.78,1.301,0.4646,0.06508,0.6557,0.7253,0.0435,2
1.09,1.78,1.204,0.4213,0.04819,0.5456,0.8712,0.09795,2
1.012,1.78,1.37,0.4044,0.04315,0.5215,0.8924,0.1028,2
0.849,1.78,1.217,0.3334,0.041,0.5032,0.8867,0.1105,2
1.013,1.7,1.279,0.3405,0.0477,0.5517,0.8154,0.1005,2
1.003,1.76,1.482,0.3602,0.04828,0.5392,0.856,0.1176,2
0.9415,1.79,1.105,0.3669,0.05021,0.5467,0.8508,0.1067,2
1.007,1.8,1.108,0.3552,0.0511,0.5571,0.8252,0.09576,2
1.041,1.81,1.371,0.3685,0.05674,0.5855,0.7901,0.09128,2
1.132,1.72,1.12,0.341,0.05256,0.5564,0.8172,0.08895,2
0.9318,1.71,1.078,0.3121,0.04731,0.5257,0.8402,0.1124,2
0.9383,1.59,1.039,0.2881,0.04787,0.5274,0.8051,0.08819,2
1.087,1.71,1.143,0.3123,0.05621,0.5632,0.7751,0.09499,2
1.019,1.67,1.368,0.3291,0.06162,0.6055,0.6887,0.08994,2
1.13,1.81,1.394,0.3665,0.06512,0.6333,0.6773,0.06279,2
1.078,1.81,1.271,0.3277,0.05867,0.5967,0.7052,0.06234,2
1.171,1.71,1.299,0.3276,0.06078,0.5999,0.7032,0.03529,2
1.237,1.7,1.416,0.3318,0.06862,0.6129,0.704,0.04311,2
1.277,1.71,1.135,0.3095,0.05818,0.5897,0.6844,0.05723,2
1.267,1.75,1.251,0.3176,0.05638,0.5968,0.6654,0.02961,2
1.246,1.75,0.9097,0.3277,0.05514,0.5896,0.7153,0.03679,2
1.34,1.74,0.8526,0.3302,0.0602,0.5921,0.7334,0.02654,2
1.335,1.64,0.9216,0.3206,0.05773,0.5971,0.681,0.0608,2
1.283,1.63,0.912,0.2994,0.05669,0.5874,0.6508,0.01989,2
1.263,1.63,1.019,0.296,0.05992,0.5909,0.6424,0.009613,2
1.272,1.62,1.036,0.2914,0.05454,0.5649,0.7175,0.04416,2
1.24,1.6,1.47,0.2845,0.05861,0.5814,0.6376,0.009374,2
1.324,1.6,1.071,0.2934,0.05552,0.5855,0.6263,0.03209,2
1.197,1.59,0.8605,0.2962,0.0561,0.5744,0.7002,0.01089,2
1.291,1.51,0.808,0.2607,0.05165,0.5465,0.6767,0.01141,2
1.34,1.55,0.8472,0.2782,0.0545,0.5698,0.644,0.01345,2
1.356,1.52,0.9822,0.2565,0.05215,0.5472,0.6549,0.005417,2
1.318,1.58,0.7636,0.2925,0.05782,0.584,0.6512,0.01933,2
1.133,1.56,0.8039,0.2746,0.0554,0.5593,0.6941,0.0006498,2
1.171,1.55,0.8607,0.2784,0.05484,0.5735,0.6227,0.003845,2
1.121,1.55,0.8242,0.2672,0.05427,0.5567,0.6689,0.02096,2
1.186,1.58,1.079,0.2984,0.05825,0.585,0.6712,0.05609,2
1.177,1.58,1.204,0.3432,0.06228,0.625,0.6409,0.1063,2
1.126,1.56,1.184,0.3039,0.05914,0.5887,0.6776,0.03306,2
1.151,1.55,1.259,0.3396,0.06468,0.63,0.6175,0.108,2
1.118,1.53,1.294,0.3187,0.06299,0.6157,0.6095,0.1341,2
1.158,1.56,1.338,0.3325,0.06431,0.6204,0.6454,0.1585,2
1.179,1.56,1.298,0.3472,0.06765,0.6346,0.6391,0.1693,2
1.134,1.56,1.278,0.3363,0.06703,0.6262,0.6464,0.06044,2
1.153,1.55,1.33,0.3433,0.06737,0.6406,0.5823,0.03207,2
1.239,1.6,1.357,0.3642,0.07848,0.6621,0.6235,0.2178,2
1.234,1.59,1.325,0.3376,0.06767,0.6321,0.6222,0.09208,2
1.226,1.58,1.16,0.3507,0.0642,0.6338,0.6304,0.1917,2
1.388,1.54,1.186,0.3689,0.06925,0.6388,0.6811,0.225,2
1.38,1.54,1.203,0.3339,0.06729,0.6265,0.6391,0.2547,2
1.378,1.54,1.108,0.3256,0.06236,0.6151,0.6367,0.08744,2
1.355,1.54,1.055,0.3401,0.0673,0.6395,0.5735,0.02641,2
1.31,1.52,1.092,0.3339,0.06871,0.6387,0.564,0.08834,2
1.305,1.44,1.182,0.338,0.06569,0.6334,0.5963,0.2034,2
1.404,1.45,1.117,0.3628,0.07032,0.6377,0.6795,0.3009,2
1.381,1.47,0.8668,0.3497,0.07021,0.6381,0.6465,0.2339,2
1.361,1.63,0.9627,0.3391,0.05841,0.6144,0.6583,0.1782,2
1.385,1.42,0.9508,0.3424,0.05862,0.6084,0.6929,0.2919,2
1.417,1.34,0.8747,0.3182,0.05749,0.5938,0.6875,0.2446,2
1.457,1.46,1.094,0.3304,0.06848,0.6274,0.6322,0.1234,2
1.545,1.41,0.773,0.3403,0.06057,0.6202,0.6459,0.2451,2
1.622,1.12,1.378,0.4229,0.115,0.7629,0.5059,0.6337,0
1.392,1.12,1.688,0.5067,0.154,0.8605,0.4681,0.9253,0
1.439,1.28,1.832,0.6074,0.1796,0.9002,0.5509,0.8903,0
1.779,1.28,1.571,0.5937,0.1764,0.8966,0.5432,0.8394,0
1.599,1.28,1.656,0.6009,0.1775,0.8965,0.5521,0.9257,0
1.871,1.15,1.642,0.5706,0.1684,0.8825,0.5391,0.8847,0
1.9,1.3,1.621,0.5992,0.1744,0.8892,0.5568,0.8147,0
2.119,1.29,1.629,0.5873,0.1707,0.8806,0.5682,0.8803,0
1.659,1.14,2.138,0.5761,0.168,0.8778,0.5597,0.9131,0
1.728,1.29,1.621,0.5841,0.1718,0.8868,0.5491,0.8465,0
1.604,1.29,2.064,0.5881,0.1717,0.8831,0.5657,0.8687,0
1.634,1.14,2.142,0.5793,0.1694,0.8808,0.5568,0.9119,0
1.503,1.28,1.763,0.5912,0.1749,0.8914,0.5563,0.8711,0
1.717,1.3,1.584,0.5851,0.1716,0.8872,0.5436,0.8168,0
2.083,1.29,1.802,0.6205,0.1813,0.903,0.5433,0.9064,0
1.521,1.29,2.021,0.5681,0.1678,0.8794,0.5518,0.8632,0
1.946,1.29,1.713,0.5811,0.1715,0.8881,0.5389,0.8186,0
1.925,1.15,1.479,0.5725,0.1713,0.8901,0.5292,0.9132,0
1.753,1.3,2.045,0.6184,0.1799,0.8956,0.5689,0.8348,0
1.761,1.29,2.071,0.5977,0.1764,0.8965,0.5405,0.872,0
1.778,1.3,1.651,0.5879,0.1731,0.8894,0.5474,0.8184,0
1.854,1.28,1.462,0.5841,0.168,0.8742,0.5737,0.8423,0
1.571,1.28,1.775,0.5701,0.1694,0.8854,0.5346,0.8509,0
1.531,1.14,2.01,0.5703,0.1689,0.883,0.5432,0.9257,0
2.071,1.28,1.692,0.5864,0.168,0.8725,0.5804,0.8463,0
1.391,1.28,1.698,0.5752,0.1717,0.889,0.5407,0.8453,0
2.002,1.28,1.715,0.5973,0.1695,0.8746,0.5798,0.8635,0
1.798,1.28,1.504,0.5922,0.1689,0.8731,0.5828,0.8157,0
1.517,1.14,1.989,0.5727,0.1691,0.8833,0.5425,0.8804,0
1.526,1.29,1.599,0.584,0.1717,0.8884,0.5389,0.8137,0
1.625,1.14,1.826,0.5741,0.1712,0.8911,0.5196,0.8853,0
1.519,1.3,1.88,0.5748,0.1711,0.8891,0.5324,0.8081,0
1.491,1.3,1.603,0.5797,0.1722,0.8904,0.5359,0.8025,0
1.631,1.3,1.905,0.5884,0.1727,0.8888,0.5464,0.8156,0
1.66,1.28,1.637,0.5918,0.1679,0.8718,0.5797,0.8133,0
1.548,1.29,1.881,0.5878,0.1709,0.8813,0.5668,0.8796,0
1.598,1.3,1.497,0.5738,0.17,0.8869,0.5302,0.8524,0
1.702,1.3,2.052,0.6058,0.1719,0.8761,0.5893,0.8303,0
1.608,1.3,1.848,0.5847,0.1737,0.8939,0.5306,0.8498,0
1.889,1.29,1.535,0.5609,0.1679,0.8851,0.5182,0.8648,0
1.475,1.29,1.864,0.5619,0.1671,0.8812,0.5342,0.8677,0
1.415,1.29,1.87,0.5768,0.1688,0.8808,0.5518,0.8846,0
1.564,1.29,1.544,0.5597,0.1668,0.8816,0.5271,0.8494,0
1.911,1.28,1.535,0.5934,0.1695,0.8746,0.5808,0.8419,0
1.472,1.29,1.755,0.6151,0.1809,0.8993,0.5639,0.8976,0
1.953,1.28,1.71,0.5769,0.1706,0.8872,0.5351,0.8465,0
1.525,1.29,1.879,0.585,0.1717,0.885,0.5578,0.8766,0
2.09,1.27,1.665,0.5873,0.1746,0.8941,0.5396,0.8477,0
1.621,1.29,2.215,0.6117,0.1805,0.901,0.5526,0.8347,0
1.73,1.3,1.626,0.5791,0.1702,0.8845,0.5454,0.8064,0
1.997,1.28,1.569,0.5863,0.1744,0.8935,0.5416,0.8639,0
1.727,1.29,1.925,0.5757,0.1688,0.8816,0.5471,0.8056,0
1.674,1.29,1.953,0.5712,0.1688,0.8824,0.5449,0.81,0
1.682,1.29,1.953,0.5643,0.1685,0.8863,0.5183,0.8678,0
1.606,1.29,1.598,0.563,0.1683,0.8858,0.5188,0.8669,0
1.63,1.15,2.093,0.5869,0.1722,0.8868,0.5528,0.917,0
1.726,1.29,1.887,0.5633,0.1668,0.8814,0.527,0.8799,0
1.968,1.29,1.599,0.6065,0.1719,0.8756,0.5911,0.8557,0
1.388,1.28,1.685,0.5716,0.1716,0.8907,0.5299,0.8508,0
2.112,1.14,1.586,0.5777,0.1687,0.8789,0.5599,0.9131,0
2.008,1.29,1.541,0.5885,0.1736,0.8895,0.5527,0.8683,0
1.904,1.29,1.737,0.5721,0.1703,0.8877,0.5319,0.8526,0
1.77,1.12,1.453,0.5746,0.1649,0.8708,0.5628,0.9404,0
2.06,1.27,1.615,0.5785,0.17,0.8837,0.5486,0.8673,0
1.954,1.29,1.559,0.5704,0.1691,0.8829,0.5468,0.8622,0
1.558,1.3,1.499,0.584,0.1723,0.8892,0.5418,0.818,0
1.954,1.29,1.701,0.5819,0.172,0.8884,0.5432,0.8468,0
1.57,1.3,1.899,0.5925,0.1723,0.8843,0.5636,0.8406,0
1.906,1.29,1.463,0.5786,0.1693,0.881,0.5558,0.8829,0
1.643,1.29,1.554,0.5789,0.1723,0.8905,0.5362,0.819,0
2.068,1.28,1.694,0.5868,0.1678,0.8729,0.5764,0.8385,0
1.821,1.28,1.531,0.573,0.1679,0.8802,0.5452,0.8288,0
1.679,1.27,2.099,0.6057,0.1777,0.8937,0.5648,0.9385,0
1.727,1.29,1.379,0.5751,0.1713,0.8894,0.5327,0.8243,0
1.611,1.14,1.585,0.5644,0.1688,0.8855,0.5279,0.9294,0
1.66,1.14,2.044,0.5758,0.1716,0.8904,0.5306,0.9128,0
1.648,1.29,1.56,0.581,0.1718,0.889,0.5384,0.8274,0
1.836,1.27,1.505,0.5871,0.1745,0.8933,0.543,0.8659,0
1.575,1.27,1.906,0.5604,0.1662,0.8794,0.534,0.868,0
1.742,1.29,1.88,0.5624,0.1683,0.8859,0.5183,0.8627,0
1.676,1.28,1.639,0.5871,0.17,0.8801,0.563,0.8714,0
1.532,1.3,1.682,0.5867,0.1727,0.8888,0.5478,0.8465,0
1.643,1.27,2.094,0.5798,0.166,0.8715,0.5682,0.8646,0
2.064,1.28,1.763,0.6158,0.1804,0.8991,0.5588,0.8988,0
2.046,1.29,1.675,0.582,0.1715,0.886,0.5519,0.8554,0
1.609,1.28,1.639,0.5755,0.1644,0.8681,0.5706,0.8227,0
1.718,1.14,1.616,0.5757,0.1699,0.884,0.5463,0.8839,0
1.883,1.27,1.696,0.5617,0.1672,0.8808,0.5385,0.8484,0
1.619,1.14,2.081,0.5768,0.1707,0.8865,0.5419,0.9013,0
2.148,1.14,1.681,0.6099,0.1756,0.8863,0.5764,0.9468,0
1.65,1.3,1.951,0.5763,0.1725,0.8921,0.5306,0.8274,0
1.605,1.28,1.892,0.5715,0.1693,0.8854,0.5319,0.8849,0
2.089,1.27,1.646,0.5848,0.169,0.8772,0.5682,0.9186,0
1.695,1.29,1.643,0.5755,0.1713,0.8896,0.5308,0.804,0
1.706,1.28,2.061,0.6102,0.1782,0.8949,0.5613,0.8674,0
1.723,1.29,2.072,0.5891,0.1749,0.8955,0.5328,0.8623,0
1.68,1.28,1.557,0.6094,0.1722,0.877,0.5858,0.8877,0
1.625,1.3,1.569,0.5866,0.1737,0.8919,0.5417,0.8827,0
1.591,1.3,2.059,0.5912,0.1729,0.8883,0.5496,0.8483,0
1.384,1.3,1.669,0.5882,0.1732,0.8897,0.5472,0.8196,0
1.618,1.3,1.938,0.5719,0.1681,0.8803,0.5478,0.8548,0
2.007,1.27,1.705,0.5935,0.175,0.8922,0.5517,0.9048,0
2.053,1.29,1.741,0.6077,0.177,0.8926,0.561,0.9104,0
1.665,1.29,1.762,0.605,0.1744,0.8836,0.5805,0.85,0
1.411,1.28,1.706,0.5708,0.1698,0.8853,0.5407,0.8444,0
1.701,1.28,2.068,0.5921,0.1668,0.8681,0.5863,0.8381,0
1.425,1.29,1.683,0.5795,0.171,0.8873,0.539,0.8178,0
1.923,1.3,1.707,0.5889,0.1717,0.8844,0.5587,0.807,0
1.482,1.29,1.59,0.5876,0.1725,0.8884,0.5464,0.818,0
1.419,1.29,1.777,0.563,0.1682,0.8853,0.5222,0.8863,0
2.08,1.14,1.653,0.5814,0.1719,0.8876,0.5475,0.9025,0
1.787,1.14,1.56,0.5744,0.1689,0.8817,0.549,0.911,0
1.732,1.3,1.607,0.5933,0.1743,0.8904,0.5524,0.819,0
1.738,1.28,1.551,0.601,0.1698,0.8736,0.5846,0.8728,0
1.371,1.28,1.682,0.5793,0.1701,0.8834,0.5509,0.8306,0
1.934,1.28,1.523,0.5806,0.1687,0.8783,0.5625,0.8861,0
1.858,1.3,1.579,0.5925,0.1723,0.8839,0.5652,0.8397,0
1.647,1.28,2.047,0.6013,0.1699,0.8727,0.5893,0.8506,0
1.866,1.29,1.757,0.5636,0.1684,0.8861,0.5179,0.866,0
1.734,1.28,2.059,0.607,0.1773,0.8927,0.5643,0.857,0
1.615,1.29,1.444,0.568,0.1699,0.8882,0.5238,0.8358,0
1.467,1.29,1.635,0.5782,0.1709,0.8876,0.5359,0.7998,0
1.585,1.29,2.046,0.5802,0.1683,0.8758,0.5707,0.838,0
1.944,1.27,1.561,0.5902,0.167,0.8692,0.5838,0.9062,0
1.432,1.28,1.738,0.578,0.1702,0.8844,0.5472,0.8347,0
1.624,1.3,1.887,0.5929,0.1718,0.8844,0.5574,0.8149,0
1.455,1.29,1.811,0.5791,0.1725,0.8915,0.5335,0.8045,0
1.662,1.29,1.597,0.5758,0.1715,0.8898,0.5318,0.8042,0
1.677,1.3,1.924,0.5836,0.173,0.8903,0.5438,0.8471,0
1.903,1.28,1.67,0.5604,0.1636,0.8702,0.556,0.8677,0
1.422,1.28,1.838,0.5709,0.1663,0.8752,0.556,0.8653,0
1.481,1.28,1.793,0.5921,0.1711,0.882,0.5631,0.889,0
1.42,1.29,1.657,0.5607,0.1683,0.8869,0.5115,0.8851,0
1.538,1.28,1.962,0.5946,0.1689,0.8748,0.5744,0.8545,0
1.718,1.29,1.907,0.5771,0.1701,0.8858,0.5384,0.8148,0
1.684,1.27,2.051,0.574,0.1682,0.8797,0.5521,0.9067,0
1.703,1.3,1.853,0.5655,0.1691,0.8868,0.5237,0.8329,0
1.665,1.28,2.105,0.5814,0.1729,0.8913,0.5378,0.8345,0
1.484,1.28,1.796,0.5835,0.1669,0.873,0.5681,0.8552,0
1.974,1.32,1.672,0.605,0.1826,0.9104,0.5322,0.963,0
1.69,1.28,1.968,0.5707,0.166,0.8751,0.5526,0.887,0
1.543,1.28,1.898,0.5751,0.1724,0.8919,0.5316,0.8564,0
2.126,1.14,1.687,0.5852,0.172,0.8871,0.5493,0.8878,0
1.58,1.29,2.04,0.5912,0.1726,0.8842,0.5681,0.8787,0
1.7,1.29,1.705,0.5864,0.1712,0.8819,0.5669,0.8667,0
1.598,1.28,1.578,0.6046,0.1766,0.8928,0.558,0.9144,0
1.663,1.3,2.059,0.5803,0.1706,0.8841,0.552,0.8361,0
1.671,1.3,2.052,0.5924,0.1751,0.8937,0.5453,0.8526,0
1.708,1.28,1.501,0.5997,0.1748,0.889,0.5618,0.9319,0
1.568,1.28,1.744,0.5615,0.1682,0.8846,0.5278,0.861,0
1.724,1.29,1.699,0.602,0.174,0.884,0.5762,0.8493,0
1.599,1.14,2.035,0.5788,0.1709,0.8856,0.5485,0.9203,0
1.903,1.12,1.765,0.552,0.1656,0.882,0.5069,0.9018,0
1.391,1.3,1.834,0.6018,0.1787,0.8983,0.5555,0.8681,0
1.589,1.28,1.67,0.5972,0.1693,0.8731,0.5844,0.8507,0
2.1,1.28,1.699,0.6024,0.1706,0.8744,0.5871,0.8787,0
2.072,1.28,1.74,0.616,0.1781,0.8897,0.5803,0.8784,0
1.959,1.3,1.634,0.5713,0.1692,0.8833,0.5441,0.8097,0
1.597,1.27,1.614,0.5969,0.1754,0.8927,0.5505,0.9203,0
1.787,1.29,1.928,0.579,0.1722,0.8905,0.5352,0.8044,0
1.604,1.28,1.82,0.5774,0.1668,0.8741,0.5647,0.8838,0
2.096,1.29,1.58,0.6004,0.1734,0.8826,0.5776,0.8525,0
1.864,1.3,1.631,0.6212,0.1797,0.8967,0.5584,0.8542,0
2.52,1.29,1.648,0.6352,0.1829,0.8993,0.5664,0.9558,0
1.622,1.28,1.575,0.5735,0.1674,0.8789,0.5467,0.8696,0
2.087,1.29,1.623,0.5717,0.1691,0.882,0.5511,0.8705,0
1.636,1.14,1.603,0.5692,0.1695,0.8866,0.5292,0.906,0
1.658,1.28,1.901,0.5637,0.1666,0.8813,0.5249,0.8832,0
1.899,1.29,1.699,0.5859,0.1717,0.8869,0.5456,0.8203,0
1.688,1.29,2.316,0.6207,0.1811,0.9017,0.548,0.9116,0
1.761,1.28,1.493,0.5994,0.1696,0.8724,0.5883,0.8532,0
1.837,1.29,1.694,0.577,0.1702,0.8867,0.5329,0.8464,0
1.783,1.27,1.513,0.5831,0.1641,0.8647,0.581,0.8826,0
2.109,1.14,1.648,0.5722,0.1699,0.8856,0.5393,0.9028,0
1.913,1.14,1.491,0.5768,0.1694,0.8819,0.5524,0.9063,0
1.613,1.29,2.07,0.5919,0.1717,0.8821,0.5688,0.8757,0
1.816,1.29,1.621,0.6016,0.1747,0.8865,0.5711,0.8475,0
1.641,1.14,2.102,0.5631,0.1674,0.8822,0.531,0.8922,0
1.747,1.28,1.572,0.5813,0.1684,0.8761,0.5698,0.8874,0
1.652,1.3,1.898,0.5776,0.1695,0.8827,0.549,0.8028,0
1.565,1.28,1.999,0.5971,0.1733,0.8857,0.5637,0.8339,0
1.623,1.28,1.691,0.5869,0.1667,0.8706,0.577,0.8306,0
2.115,1.29,1.623,0.5891,0.1722,0.8844,0.5644,0.8789,0
1.485,1.29,1.844,0.5936,0.1739,0.8891,0.5552,0.8189,0
1.56,1.27,1.632,0.5759,0.1645,0.8675,0.574,0.8966,0
2.112,1.14,1.634,0.581,0.1697,0.8805,0.5616,0.9167,0
1.569,1.3,1.912,0.597,0.1756,0.8928,0.552,0.8145,0
1.656,1.14,2.109,0.5778,0.1703,0.8848,0.5456,0.8827,0
1.767,1.28,1.559,0.6079,0.1798,0.901,0.5487,0.8621,0
1.916,1.3,1.689,0.589,0.1735,0.8902,0.5473,0.8478,0
1.896,1.28,1.565,0.5859,0.1695,0.8776,0.5715,0.849,0
