 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Surface Variation, Verticality, Class
1.848,1.09,1.797,0.4839,0.1315,0.7933,0.6067,0.9504,4
1.711,1.23,1.391,0.4963,0.1407,0.8171,0.586,0.9029,4
1.629,1.09,1.952,0.4504,0.1237,0.7728,0.6088,0.9231,4
1.939,1.09,1.787,0.4934,0.1338,0.7992,0.6046,0.9357,4
2.451,1.09,1.592,0.5762,0.1546,0.8345,0.6281,0.9175,4
2.263,1.22,1.633,0.6024,0.1654,0.8606,0.6007,0.8906,4
2.013,1.08,1.322,0.4638,0.1274,0.7817,0.6114,0.9152,4
2.429,1.09,1.604,0.5562,0.1476,0.8228,0.6252,0.9266,4
2.368,1.09,1.599,0.5698,0.1552,0.8419,0.6062,0.9206,4
1.728,1.22,2.476,0.5957,0.1629,0.8557,0.6032,0.9008,4
1.808,1.09,2.068,0.5549,0.1506,0.831,0.6158,0.8854,4
2.396,1.08,1.601,0.5933,0.1577,0.8383,0.6303,0.9327,4
1.681,1.08,1.581,0.4653,0.1296,0.7869,0.6085,0.942,4
1.503,1.09,1.867,0.4832,0.1332,0.7982,0.5988,0.9309,4
1.613,1.09,2.459,0.5569,0.1481,0.8236,0.6254,0.8981,4
1.382,1.09,1.624,0.463,0.127,0.7803,0.6137,0.9556,4
1.928,1.09,1.915,0.5505,0.1451,0.8172,0.6288,0.903,4
2.137,1.09,1.654,0.5206,0.1245,0.7472,0.7201,0.934,4
1.83,1.09,1.73,0.4861,0.1317,0.7948,0.6031,0.9503,4
2.474,1.23,1.74,0.6033,0.1649,0.8579,0.6067,0.9173,4
1.752,1.08,1.601,0.466,0.1282,0.7835,0.6128,0.947,4
1.685,1.09,1.775,0.4863,0.1335,0.7985,0.6019,0.9301,4
2.478,1.12,1.605,0.5497,0.1514,0.8349,0.6076,0.8944,4
2.207,1.22,1.62,0.6125,0.1647,0.8556,0.6099,0.8793,4
1.827,1.1,1.737,0.4727,0.1314,0.7942,0.5954,0.9083,4
1.782,1.22,1.758,0.492,0.1387,0.8124,0.5881,0.9284,4
2.116,1.21,1.735,0.5821,0.1612,0.8569,0.5894,0.9363,4
1.356,1.22,1.762,0.4921,0.1404,0.8168,0.5828,0.9169,4
2.383,1.21,1.694,0.5983,0.1637,0.8585,0.5975,0.9104,4
2.519,1.3,1.756,0.6309,0.1715,0.8665,0.6088,0.8811,4
1.735,0.96,1.623,0.4682,0.1256,0.7767,0.6213,0.9867,4
1.859,1.21,1.72,0.5011,0.1425,0.8219,0.5823,0.9398,4
1.732,1.22,2.273,0.6094,0.1655,0.8573,0.6105,0.9242,4
2.503,1.1,1.455,0.5315,0.1265,0.7508,0.7199,0.9198,4
1.724,1.09,2.233,0.5553,0.1479,0.8232,0.6258,0.8958,4
1.451,1.21,1.753,0.5003,0.1392,0.8132,0.5912,0.9572,4
1.717,1.09,1.602,0.4811,0.1326,0.7928,0.6181,0.919,4
2.036,1.22,1.852,0.6044,0.1659,0.8621,0.5981,0.9074,4
1.942,1.22,1.717,0.492,0.1402,0.8161,0.5838,0.9258,4
2.27,1.22,1.665,0.5809,0.1623,0.8598,0.587,0.919,4
2.172,1.12,1.739,0.5505,0.149,0.828,0.6166,0.8977,4
1.361,1.1,1.716,0.4071,0.1014,0.6972,0.703,0.9685,4
1.602,1.09,2.419,0.5614,0.1517,0.8316,0.6215,0.9284,4
1.649,1.1,1.58,0.4756,0.1316,0.7916,0.6116,0.9189,4
1.747,1.07,1.6,0.4645,0.1284,0.7841,0.6104,0.9529,4
2.509,1.1,1.724,0.5887,0.1587,0.8458,0.6122,0.9041,4
2.46,1.22,1.704,0.5804,0.162,0.8587,0.5895,0.9075,4
2.42,1.12,1.626,0.5436,0.1483,0.8278,0.6123,0.8968,4
1.803,1.21,1.274,0.4945,0.1402,0.8166,0.5824,0.9398,4
1.966,1.09,1.067,0.3971,0.0994,0.692,0.6988,0.9719,4
1.583,1.1,1.618,0.4713,0.1301,0.7882,0.6116,0.9276,4
1.706,1.09,1.792,0.486,0.1336,0.7954,0.6171,0.8965,4
1.623,1.09,1.48,0.3947,0.09853,0.6892,0.7005,0.9722,4
1.914,1.21,1.526,0.4947,0.1394,0.8158,0.5784,0.9449,4
2.527,1.23,1.763,0.5996,0.164,0.8577,0.6023,0.9022,4
1.625,1.09,1.953,0.4543,0.1238,0.7727,0.6141,0.9289,4
1.734,1.1,2.395,0.5885,0.1576,0.8413,0.621,0.9019,4
1.383,1.1,1.631,0.4533,0.1222,0.7678,0.6213,0.9184,4
1.972,1.31,1.796,0.52,0.1463,0.8304,0.5822,0.8869,4
1.747,1.22,2.413,0.6103,0.1655,0.8569,0.6114,0.8908,4
2.535,1.1,1.269,0.5216,0.1251,0.7489,0.7187,0.9337,4
1.582,1.08,2.441,0.5473,0.1482,0.8259,0.6186,0.9249,4
2.446,1.07,1.607,0.5539,0.1502,0.8307,0.6145,0.8978,4
2.333,1.21,1.705,0.578,0.1608,0.8569,0.5876,0.9234,4
1.892,1.09,1.642,0.4635,0.1279,0.7835,0.6079,0.8986,4
1.889,1.08,1.597,0.4694,0.1288,0.7862,0.6074,0.9467,4
1.635,1.22,2.21,0.6039,0.1647,0.8579,0.6052,0.9209,4
1.774,1.09,1.611,0.4743,0.1308,0.7888,0.6163,0.8838,4
1.892,1.21,1.811,0.501,0.1402,0.8167,0.5843,0.9295,4
2.205,1.21,1.628,0.6107,0.1654,0.8568,0.6111,0.8891,4
2.474,1.09,1.952,0.5782,0.1556,0.8422,0.6059,0.9379,4
1.57,1.1,1.909,0.4699,0.1292,0.7856,0.6136,0.9217,4
1.645,1.22,2.159,0.5974,0.1653,0.8632,0.5919,0.8879,4
1.988,1.08,1.634,0.4817,0.1323,0.7961,0.6001,0.9112,4
1.392,1.08,1.929,0.4575,0.1251,0.7772,0.6075,0.961,4
1.808,1.1,1.587,0.464,0.1296,0.7871,0.6074,0.9053,4
2.378,1.22,1.707,0.6284,0.1707,0.8646,0.6112,0.8865,4
1.916,1.09,2.052,0.5738,0.1542,0.8398,0.6059,0.9229,4
2.476,1.1,1.405,0.5093,0.1241,0.7501,0.7106,0.9564,4
1.208,1.08,1.885,0.4699,0.1309,0.7911,0.604,0.9565,4
1.914,1.11,1.572,0.4712,0.1292,0.7854,0.6155,0.9205,4
2.423,1.22,1.655,0.6312,0.17,0.8616,0.6158,0.8916,4
1.804,1.22,1.736,0.5047,0.1431,0.8228,0.5845,0.9222,4
1.798,1.21,1.746,0.4879,0.1387,0.8138,0.5782,0.9314,4
1.762,1.22,2.324,0.6021,0.1649,0.8593,0.6021,0.9022,4
1.607,1.09,1.548,0.4752,0.1314,0.7906,0.6145,0.9178,4
2.402,1.09,1.459,0.5053,0.1224,0.7448,0.7158,0.9607,4
1.841,1.1,2.293,0.5993,0.1604,0.8444,0.6253,0.9014,4
1.584,1.12,1.964,0.4767,0.1316,0.7922,0.6096,0.9143,4
1.713,1.22,2.357,0.602,0.1657,0.8615,0.5998,0.9059,4
1.576,1.09,1.462,0.4637,0.1288,0.785,0.6088,0.9079,4
2.536,1.1,1.64,0.5996,0.1604,0.8452,0.6226,0.9,4
1.58,1.09,1.61,0.4663,0.1302,0.7887,0.6065,0.9241,4
2.534,1.1,1.243,0.5304,0.1281,0.7563,0.714,0.9378,4
1.663,1.22,2.323,0.6066,0.1663,0.862,0.6002,0.8813,4
2.453,1.22,1.67,0.6038,0.1659,0.8609,0.6027,0.8995,4
1.745,1.21,1.886,0.4928,0.1387,0.812,0.5904,0.9347,4
1.934,1.1,2.11,0.6,0.1613,0.8466,0.623,0.8873,4
1.531,1.21,1.722,0.4938,0.1394,0.8142,0.5857,0.9345,4
2.049,1.09,1.927,0.5767,0.1547,0.8403,0.6076,0.919,4
2.39,1.09,1.586,0.546,0.1468,0.8221,0.6227,0.8907,4
1.797,1.07,1.285,0.4684,0.129,0.7851,0.6136,0.9151,4
1.958,1.09,1.08,0.4023,0.1007,0.6957,0.6993,0.9911,4
1.572,1.09,1.671,0.4561,0.1242,0.775,0.6083,0.9199,4
1.915,1.21,1.697,0.4934,0.1394,0.8149,0.5821,0.9231,4
2.008,1.22,1.991,0.6116,0.1651,0.856,0.6116,0.8832,4
2.313,1.07,1.678,0.5601,0.1489,0.8264,0.621,0.9287,4
1.511,1.1,1.528,0.4016,0.09868,0.6884,0.7107,0.9735,4
1.89,1.08,1.383,0.4795,0.1322,0.7959,0.5986,0.9296,4
2.501,1.22,1.672,0.606,0.1655,0.8603,0.6011,0.9111,4
1.601,1.08,1.649,0.4782,0.131,0.7883,0.6217,0.9181,4
2.535,1.1,1.539,0.5788,0.1548,0.8349,0.6269,0.9053,4
1.384,1.1,1.655,0.4711,0.1303,0.7881,0.6129,0.9103,4
1.78,1.22,1.79,0.5001,0.1426,0.8223,0.5809,0.9228,4
1.643,1.09,2.506,0.5554,0.1479,0.8233,0.6254,0.9236,4
1.681,1.09,1.84,0.4894,0.1344,0.8011,0.5996,0.9382,4
1.898,1.09,1.431,0.4846,0.1316,0.7954,0.5984,0.9421,4
1.987,1.09,1.519,0.4529,0.1224,0.7689,0.6178,0.9546,4
2.424,1.22,1.684,0.576,0.16,0.8561,0.5848,0.9158,4
1.832,1.08,1.221,0.47,0.1286,0.7846,0.6135,0.9495,4
1.864,1.1,1.274,0.4011,0.1006,0.6954,0.6987,0.9771,4
1.591,1.08,1.638,0.462,0.1278,0.782,0.6124,0.9171,4
1.909,1.07,1.231,0.4658,0.1279,0.7825,0.6141,0.9307,4
1.672,1.08,1.581,0.4627,0.1283,0.7838,0.6097,0.9171,4
1.989,1.09,1.578,0.4568,0.1252,0.7756,0.6152,0.9301,4
2.061,1.22,1.776,0.5788,0.1617,0.8598,0.5827,0.9026,4
1.297,1.1,1.705,0.4736,0.1295,0.7859,0.6177,0.9363,4
2.24,1.22,1.673,0.5774,0.1611,0.8565,0.5918,0.9226,4
1.558,1.08,1.543,0.4598,0.1269,0.781,0.6073,0.941,4
2.394,1.22,1.756,0.6123,0.165,0.856,0.6106,0.8878,4
1.595,1.07,2.341,0.5656,0.1507,0.8287,0.6236,0.8947,4
1.905,1.09,1.96,0.5796,0.154,0.8317,0.6325,0.9267,4
2.417,1.21,1.715,0.5985,0.1635,0.8565,0.6039,0.9053,4
1.644,1.09,1.582,0.4645,0.1263,0.7787,0.616,0.9623,4
1.796,1.22,1.772,0.493,0.1396,0.814,0.589,0.9266,4
1.79,0.96,1.23,0.467,0.1257,0.7769,0.6209,0.9356,4
1.264,1.09,1.846,0.4828,0.1328,0.7968,0.6022,0.9406,4
1.553,1.09,1.556,0.4594,0.1266,0.7804,0.6079,0.9432,4
1.828,1.09,1.622,0.4761,0.1327,0.7945,0.6083,0.8993,4
2.518,1.22,1.775,0.6046,0.1652,0.8584,0.6066,0.9059,4
2.422,1.22,1.679,0.6218,0.1695,0.8657,0.6026,0.8875,4
1.971,1.09,1.815,0.4832,0.1325,0.7965,0.6011,0.9251,4
1.571,1.08,1.927,0.4695,0.1301,0.7886,0.6082,0.9313,4
1.697,1.31,1.839,0.5143,0.1454,0.8276,0.5856,0.8753,4
1.642,1.08,1.589,0.4728,0.1301,0.7877,0.6145,0.9303,4
1.668,1.22,2.497,0.6039,0.1658,0.8618,0.5986,0.9067,4
2.03,1.22,1.706,0.503,0.1413,0.8183,0.5882,0.9137,4
1.752,1.1,1.237,0.4683,0.1296,0.7873,0.6088,0.9179,4
1.375,1.08,1.915,0.4816,0.1334,0.7978,0.6024,0.9037,4
1.642,1.08,1.591,0.4627,0.1278,0.7831,0.6084,0.9364,4
1.612,1.12,2.365,0.5573,0.1509,0.83,0.6218,0.885,4
1.726,1.22,1.82,0.4854,0.1398,0.8173,0.5706,0.9084,4
0.8862,1.1,1.758,0.359,0.0903,0.6654,0.6882,0.989,4
1.246,1.08,1.296,0.3112,0.07868,0.6262,0.6683,0.9688,4
1.891,1.08,1.236,0.3651,0.07137,0.6176,0.7533,0.8762,4
1.481,0.91,0.6016,0.2454,0.05053,0.5281,0.698,0.867,4
0.5325,1.64,0.6197,0.2511,0.03594,0.4673,0.8603,0.0006081,3
0.6494,1.64,0.6154,0.2521,0.03329,0.4693,0.8498,0.0001427,3
0.5454,1.62,0.626,0.2296,0.0417,0.4748,0.8129,0.0003664,3
0.6327,1.64,0.5412,0.2494,0.04335,0.4843,0.8371,0.008836,3
0.5984,1.6,0.569,0.2162,0.03389,0.4449,0.8402,0.0003572,3
0.5924,1.6,0.5481,0.2236,0.03198,0.4442,0.8541,0.001438,3
0.5399,1.58,0.6029,0.2253,0.03676,0.4587,0.8325,0.002226,3
0.5571,1.44,0.6113,0.207,0.0366,0.4486,0.8112,0.002531,3
0.4904,1.59,0.7429,0.2264,0.03909,0.4664,0.8204,0.003533,3
0.5314,1.58,0.6456,0.2292,0.03527,0.455,0.8474,0.001424,3
1.338,1.7,1.249,0.4442,0.05753,0.5981,0.8134,0.186,3
0.6912,1.72,0.5403,0.2664,0.04576,0.4988,0.8373,0.002472,3
0.7432,1.72,0.4907,0.2884,0.04711,0.5089,0.8492,0.001042,3
0.5872,1.73,0.4764,0.2826,0.04388,0.4956,0.8624,0.0002462,3
0.5824,1.74,0.5326,0.2428,0.03105,0.4485,0.878,0.003192,3
0.5853,1.73,0.5627,0.2737,0.03842,0.4792,0.8727,0.002098,3
0.5547,1.54,0.6776,0.2231,0.03747,0.4573,0.8339,0.007537,3
0.5611,1.36,0.6584,0.1995,0.03493,0.4376,0.8174,0.00364,3
0.5315,1.62,0.6079,0.2256,0.03463,0.4498,0.8517,0.002099,3
0.5043,1.63,0.6104,0.2164,0.03499,0.4484,0.8341,0.001999,3
0.4949,1.73,0.6576,0.229,0.03228,0.4472,0.8589,6.50E-05,3
0.5712,1.74,0.6894,0.3028,0.04572,0.5054,0.8688,2.54E-05,3
0.6891,1.61,0.6425,0.2696,0.04557,0.4968,0.8469,0.007739,3
0.6712,1.61,0.5932,0.2527,0.04255,0.4822,0.8458,0.006284,3
0.4772,1.6,0.6091,0.2012,0.03049,0.4258,0.8449,0.002635,3
0.4409,1.59,0.6164,0.2221,0.03326,0.4438,0.8561,0.002827,3
0.65,1.69,0.5844,0.2434,0.04229,0.4799,0.833,0.001809,3
0.6914,1.7,0.6572,0.2268,0.03983,0.4675,0.8212,0.001708,3
0.4177,1.7,0.6334,0.2485,0.0326,0.4551,0.8761,0.0007264,3
0.3723,1.71,0.7289,0.2877,0.03526,0.4853,0.8697,0.001358,3
0.6292,1.67,0.7041,0.2565,0.04581,0.4949,0.8304,0.001757,3
0.8996,1.69,0.6587,0.2593,0.04865,0.5049,0.8188,0.007602,3
0.6448,1.65,0.703,0.2203,0.03964,0.4608,0.8245,0.004493,3
0.5008,1.65,0.6499,0.2049,0.02967,0.4264,0.8508,0.001105,3
0.6003,1.73,0.6471,0.2665,0.04005,0.4817,0.8616,0.0004123,3
0.713,1.73,0.6914,0.259,0.04632,0.4969,0.8315,0.0008389,3
0.7034,1.62,0.7524,0.2576,0.04262,0.4856,0.8461,0.005823,3
0.7467,1.62,0.7219,0.2558,0.03899,0.4745,0.8594,0.005908,3
0.5016,1.73,0.7397,0.256,0.038,0.4764,0.852,0.001247,3
0.5894,1.72,0.7341,0.2637,0.04763,0.5035,0.8269,0.0002618,3
0.7017,1.6,0.7026,0.2396,0.04735,0.4937,0.8032,0.004085,3
0.6928,1.59,0.727,0.2585,0.04677,0.5004,0.8226,0.004108,3
0.5741,1.72,0.6535,0.2332,0.03277,0.4499,0.862,0.001181,3
0.6042,1.67,0.6137,0.2418,0.03527,0.4572,0.867,0.003742,3
0.6376,1.68,0.6352,0.2555,0.04523,0.4941,0.8285,0.004299,3
0.7459,1.64,0.6323,0.241,0.03934,0.47,0.845,0.00568,3
0.5672,1.66,0.6386,0.25,0.03535,0.4598,0.8745,0.003931,3
0.4661,1.62,0.618,0.2222,0.03192,0.4446,0.8496,0.0007623,3
0.592,1.65,0.7281,0.2451,0.04481,0.4903,0.8159,0.00223,3
0.6616,1.64,0.6947,0.2417,0.04571,0.4911,0.8094,0.004274,3
0.6339,1.61,0.7079,0.2106,0.03624,0.4472,0.8264,0.0001031,3
0.6088,1.6,0.6944,0.2138,0.03262,0.4379,0.8508,0.001791,3
0.5815,1.68,0.6561,0.235,0.03785,0.4611,0.8521,0.001432,3
0.7513,1.68,0.6531,0.2646,0.04762,0.5036,0.8282,0.0004433,3
0.7401,1.69,0.6284,0.2646,0.04232,0.486,0.8554,0.006197,3
0.5688,1.68,0.6083,0.269,0.03666,0.4688,0.8844,0.003292,3
0.4825,1.68,0.6574,0.2445,0.03329,0.4527,0.877,0.0002014,3
0.7328,1.68,0.6818,0.2567,0.04566,0.4935,0.8341,0.0009435,3
0.7632,1.69,0.6802,0.2784,0.04847,0.5083,0.8413,0.002513,3
0.6717,1.68,0.6677,0.2747,0.04262,0.4881,0.8655,0.007018,3
0.7037,1.68,0.7152,0.2466,0.03566,0.4623,0.8638,0.003039,3
0.5775,1.66,0.6708,0.2476,0.03961,0.4732,0.8504,0.002898,3
0.6994,1.64,0.6604,0.2571,0.04384,0.4906,0.8361,0.00683,3
0.6638,1.64,0.6584,0.2506,0.04309,0.486,0.8336,0.005733,3
0.5183,1.71,0.6981,0.2457,0.03487,0.4599,0.866,0.001546,3
0.5559,1.73,0.7119,0.2367,0.03847,0.4656,0.8451,0.0009584,3
0.5835,1.6,0.7176,0.2326,0.04294,0.4767,0.8203,0.001401,3
0.7096,1.61,0.7201,0.2636,0.04756,0.5037,0.8261,0.008201,3
0.6895,1.59,0.6729,0.2121,0.03676,0.4476,0.8318,0.003533,3
0.5853,1.7,0.6655,0.2314,0.03253,0.4473,0.8644,0.004354,3
0.681,1.73,0.6718,0.2327,0.04051,0.4701,0.8307,0.00291,3
0.6918,1.63,0.7665,0.2517,0.04497,0.4914,0.8275,0.0001736,3
0.6358,1.63,0.7132,0.277,0.04492,0.4987,0.8512,0.004016,3
0.5889,1.73,0.6371,0.2787,0.03867,0.4809,0.8757,0.001965,3
0.5081,1.73,0.6442,0.2701,0.03941,0.4789,0.8711,0.001571,3
0.6982,1.73,0.7315,0.2862,0.05034,0.5178,0.8355,0.001186,3
0.7468,1.63,0.7158,0.2719,0.04858,0.5082,0.8321,0.008961,3
0.6581,1.73,0.7173,0.2899,0.04462,0.4993,0.8651,0.008547,3
0.5367,1.72,0.7014,0.2666,0.0344,0.4666,0.8808,0.004877,3
0.6429,1.7,0.689,0.2535,0.04205,0.4823,0.8455,0.007253,3
0.7099,1.6,0.7237,0.2417,0.0439,0.484,0.8238,0.005173,3
0.6294,1.68,0.6607,0.24,0.03968,0.4718,0.8394,0.002078,3
0.4559,1.67,0.7157,0.2459,0.03405,0.4607,0.8622,0.001118,3
0.5722,1.72,0.7777,0.2727,0.04214,0.4879,0.8621,0.0009805,3
0.7534,1.72,0.7317,0.2995,0.05353,0.5316,0.8303,0.001549,3
0.6833,1.73,0.7403,0.2962,0.04949,0.5172,0.8469,0.003422,3
0.5841,1.73,0.6983,0.2692,0.03721,0.4752,0.8724,0.001491,3
0.5744,1.73,0.6182,0.2807,0.034,0.4671,0.8948,0.003437,3
0.5578,1.73,0.6619,0.2832,0.04291,0.496,0.8597,0.002463,3
0.693,1.73,0.7727,0.2769,0.04633,0.5054,0.8392,0.009603,3
0.7115,1.74,0.7114,0.2684,0.04263,0.4903,0.8518,0.0052,3
0.5252,1.74,0.6779,0.2611,0.03619,0.4736,0.862,0.001193,3
0.6111,1.71,0.7041,0.2689,0.04305,0.4889,0.8571,0.002568,3
0.6868,1.71,0.6966,0.2548,0.04434,0.4877,0.8415,0.006621,3
0.7137,1.72,0.7603,0.2532,0.04489,0.4893,0.8363,0.004863,3
0.5752,1.68,0.6793,0.2335,0.0324,0.4453,0.873,0.001479,3
0.5573,1.68,0.7039,0.2378,0.03334,0.453,0.8647,0.004512,3
0.68,1.67,0.7307,0.2356,0.0402,0.4727,0.8287,0.005617,3
0.6184,1.67,0.7464,0.2411,0.04173,0.481,0.8224,0.009895,3
0.6445,1.67,0.7098,0.2282,0.0405,0.4707,0.8174,0.004986,3
0.433,1.54,0.7489,0.1955,0.03198,0.4303,0.8161,0.000303,3
0.6681,1.55,0.7332,0.2036,0.0388,0.4508,0.8022,0.002204,3
0.6497,1.45,0.8572,0.1976,0.04121,0.4554,0.7727,0.009042,3
0.6811,1.35,0.6896,0.1755,0.03661,0.4251,0.7733,0.001116,3
0.5907,1.34,0.7124,0.1617,0.03047,0.399,0.78,0.004375,3
0.4894,1.53,0.7505,0.1626,0.0267,0.3901,0.8061,0.01289,3
0.4746,1.51,0.8002,0.1656,0.03125,0.4041,0.7832,0.01738,3
0.6736,1.13,0.6748,0.1345,0.0263,0.3611,0.7587,0.02757,3
0.5125,1.23,0.689,0.1377,0.02492,0.3612,0.7754,0.02336,3
0.4144,1.23,0.7169,0.1355,0.02533,0.3589,0.7744,0.01706,3
0.4747,1.2,0.6311,0.1223,0.02607,0.3428,0.7624,0.01176,3
0.5823,1.15,0.5931,0.1248,0.0285,0.3521,0.7466,0.02861,3
0.5608,1.06,0.5513,0.1228,0.02353,0.3342,0.8021,0.0379,3
0.5412,0.99,0.6125,0.1155,0.02319,0.3245,0.7911,0.03296,3
0.3977,1.01,0.5732,0.1186,0.02164,0.3336,0.7373,0.03336,3
0.4795,1.22,0.6376,0.1466,0.0244,0.3641,0.8223,0.04169,3
0.5214,1.47,0.6617,0.1631,0.02509,0.3789,0.8492,0.03824,3
0.4682,1.38,0.6121,0.168,0.02584,0.3895,0.8319,0.01934,3
0.5442,1.55,0.622,0.2049,0.03127,0.4282,0.8512,0.009522,3
0.488,1.53,0.5954,0.2002,0.03015,0.4162,0.8707,0.001766,3
0.5945,1.55,0.6495,0.2306,0.03778,0.4564,0.8556,0.008031,3
0.673,1.55,0.7692,0.2157,0.03849,0.4524,0.8339,0.01503,3
0.6224,1.44,0.6879,0.1972,0.03466,0.4301,0.8355,0.008581,3
0.6818,1.54,0.8011,0.1866,0.03052,0.413,0.8406,0.00757,3
0.4203,1.59,0.6196,0.2017,0.02765,0.4158,0.8674,0.0103,3
1.892,1.76,1.747,0.5199,0.1053,0.705,0.7451,0.352,3
1.629,1.77,1.307,0.4814,0.09047,0.6548,0.7936,0.2523,3
1.63,1.74,1.291,0.4247,0.09287,0.6783,0.7295,0.1735,3
1.34,1.76,1.44,0.3625,0.07797,0.6332,0.7331,0.1235,3
1.387,1.8,1.394,0.3745,0.08258,0.657,0.6945,0.09781,3
1.317,1.73,1.589,0.3988,0.09124,0.6902,0.6554,0.1289,3
1.723,1.76,1.444,0.4668,0.1023,0.7315,0.6401,0.1522,3
1.593,1.76,1.691,0.49,0.1074,0.745,0.6366,0.2683,3
0.5986,1.75,0.57,0.239,0.03408,0.4471,0.8831,0.004313,3
0.4416,1.76,0.5938,0.2489,0.02966,0.4445,0.8931,0.005437,3
0.6918,1.75,0.7064,0.2596,0.03742,0.4721,0.8666,0.00756,3
0.8232,1.76,0.5684,0.2582,0.04003,0.4812,0.85,0.01168,3
0.6804,1.67,0.705,0.2296,0.03759,0.4618,0.8369,0.008526,3
0.5827,1.75,0.6279,0.2294,0.03162,0.4448,0.8641,0.005082,3
0.6134,1.56,0.4904,0.1941,0.02868,0.4164,0.8465,0.004085,3
0.735,1.76,0.7779,0.2561,0.04346,0.4886,0.8383,0.001367,3
0.7209,1.56,0.6403,0.194,0.03683,0.4378,0.806,0.0005267,3
0.6538,1.55,0.6702,0.1857,0.03388,0.4249,0.8076,0.002513,3
0.7723,1.72,0.6446,0.2314,0.03435,0.4587,0.8386,0.001189,3
0.6489,1.48,0.4024,0.1914,0.02821,0.4122,0.85,0.005865,3
0.8001,1.48,0.5479,0.1843,0.03326,0.4205,0.8161,0.003007,3
0.7586,1.47,0.5075,0.1656,0.03117,0.403,0.7884,0.002402,3
0.765,1.3,0.4204,0.1613,0.02804,0.3928,0.7933,0.0008983,3
0.8832,1.8,0.4587,0.228,0.03335,0.4512,0.8491,0.002119,3
0.7853,1.67,0.4596,0.2222,0.03149,0.4434,0.8515,0.005347,3
0.6278,1.67,0.461,0.2334,0.03369,0.451,0.8623,3.36E-05,3
0.6652,1.67,0.412,0.1933,0.02815,0.4168,0.8408,0.004581,3
0.6773,1.63,0.5192,0.1541,0.02759,0.3855,0.7807,0.004504,3
0.8076,1.63,0.448,0.1864,0.03028,0.4149,0.8316,0.001649,3
0.7146,1.63,0.4217,0.1623,0.02924,0.3935,0.8035,0.002727,3
0.6672,1.68,0.6343,0.1669,0.03085,0.3994,0.8115,0.006659,3
0.5331,1.69,0.5862,0.1494,0.02453,0.3694,0.8142,0.002612,3
0.5723,1.54,0.5195,0.1217,0.02419,0.3379,0.7707,0.0004668,3
0.6284,1.49,0.5786,0.124,0.02482,0.344,0.757,0.001088,3
0.6627,1.1,0.6198,0.1072,0.02507,0.3252,0.6844,0.001435,3
0.7389,0.89,0.557,0.09562,0.02415,0.3067,0.6419,0.01281,3
0.8182,0.88,0.4812,0.09781,0.02648,0.3173,0.5895,0.01572,3
0.7242,1.55,0.4441,0.1197,0.0265,0.347,0.692,0.03223,3
0.7924,1.58,0.5108,0.1571,0.03111,0.3982,0.7572,0.0171,3
0.7011,1.79,0.4067,0.226,0.03237,0.4429,0.8645,0.000681,3
0.8021,1.51,0.5552,0.1835,0.03378,0.4244,0.799,0.004658,3
0.6069,1.39,0.5344,0.1717,0.02074,0.3725,0.8874,0.008554,3
0.799,1.38,0.3329,0.1612,0.02017,0.3683,0.8604,0.003308,3
0.7583,1.37,0.4483,0.1579,0.02194,0.3721,0.837,0.004714,3
0.8217,1.35,0.3982,0.1418,0.02372,0.3649,0.7778,0.009585,3
0.7778,1.32,0.406,0.1255,0.02531,0.3502,0.7304,0.007838,3
0.7877,1.25,0.4386,0.12,0.0255,0.3429,0.7218,0.004857,3
0.8033,1.28,0.4044,0.1225,0.02563,0.3456,0.7351,0.004624,3
0.6964,1.26,0.4192,0.111,0.02382,0.326,0.7241,0.007746,3
1.055,1.74,0.8793,0.3588,0.04906,0.5291,0.8735,0.2528,3
0.878,1.72,0.9178,0.3261,0.04336,0.5116,0.8718,0.2152,3
0.8479,1.71,0.7842,0.3028,0.03921,0.4993,0.8661,0.1836,3
0.9159,1.71,0.5967,0.2898,0.03622,0.4905,0.8637,0.1548,3
0.9576,1.74,0.3999,0.2823,0.03506,0.4872,0.859,0.1214,3
0.917,1.71,0.3825,0.2749,0.03516,0.4887,0.8455,0.0849,3
1.052,1.68,0.4611,0.232,0.03554,0.4647,0.8264,0.02732,3
0.8134,1.75,0.7013,0.2301,0.03286,0.4442,0.8708,0.006547,3
0.7239,1.76,0.7294,0.2595,0.04083,0.4802,0.8568,0.005526,3
1.089,1.78,1.612,0.4813,0.08271,0.7121,0.6251,0.1624,3
0.7971,1.77,1.765,0.4698,0.08094,0.7168,0.5689,0.1481,3
1.458,1.74,1.597,0.4797,0.08243,0.7262,0.5213,0.05816,3
0.9255,1.77,0.9643,0.3725,0.0617,0.5971,0.7805,0.02941,3
0.8428,1.81,0.7828,0.3358,0.04769,0.5319,0.851,0.03912,3
1.025,1.78,0.6151,0.3506,0.04759,0.5547,0.8184,0.01177,3
1.083,1.76,0.4845,0.3529,0.05266,0.5707,0.7978,0.007678,3
1.007,1.78,0.6707,0.3434,0.05293,0.5715,0.7862,0.01779,3
1.192,1.8,0.7676,0.3824,0.05789,0.5899,0.7951,0.02566,3
0.9975,1.81,0.966,0.4134,0.06752,0.6183,0.7809,0.02979,3
1.214,1.78,0.9652,0.4317,0.08223,0.6637,0.7317,0.03552,3
0.6757,1.77,0.8466,0.3491,0.04735,0.5135,0.8902,0.008383,3
